epoch,step,test_acc,test_cer,test_wer,train_acc,train_loss_epoch,train_loss_step,val_acc,val_cer,val_loss,val_wer
6,739,,,,,,2.9664618968963623,,,,
6,749,,,,,,2.332616090774536,,,,
6,759,,,,,,1.2923882007598877,,,,
6,769,,,,,,1.6246799230575562,,,,
6,779,,,,,,1.8077690601348877,,,,
6,789,,,,,,1.6831567287445068,,,,
6,799,,,,,,2.808166027069092,,,,
6,809,,,,,,1.611326813697815,,,,
6,819,,,,,,2.7108235359191895,,,,
6,829,,,,,,2.098367214202881,,,,
6,839,,,,,,4.4715728759765625,,,,
6,849,,,,,,3.077787399291992,,,,
6,859,,,,,,1.7708945274353027,,,,
6,869,,,,,,2.2305374145507812,,,,
6,870,,,,,,,0.002543720183894038,3.5063698291778564,3.5751583576202393,6.08319091796875
6,870,,,,0.014122211374342442,2.661083459854126,,,,,
7,879,,,,,,2.5644304752349854,,,,
7,889,,,,,,2.7772819995880127,,,,
7,899,,,,,,3.087228775024414,,,,
7,909,,,,,,3.824988842010498,,,,
7,919,,,,,,1.7220999002456665,,,,
7,929,,,,,,4.050525665283203,,,,
7,939,,,,,,4.07585334777832,,,,
7,949,,,,,,1.4861451387405396,,,,
7,959,,,,,,2.0369763374328613,,,,
7,969,,,,,,1.7661828994750977,,,,
7,979,,,,,,2.7018845081329346,,,,
7,989,,,,,,1.420723795890808,,,,
7,999,,,,,,3.1589152812957764,,,,
7,1004,,,,,,,0.011494443751871586,3.196255683898926,3.5069005489349365,4.504635334014893
7,1004,,,,0.024805592373013496,2.2419495582580566,,,,,
8,1009,,,,,,1.5928400754928589,,,,
8,1019,,,,,,1.9150301218032837,,,,
8,1029,,,,,,1.172315239906311,,,,
8,1039,,,,,,0.9899798631668091,,,,
8,1049,,,,,,2.0212762355804443,,,,
8,1059,,,,,,1.9201278686523438,,,,
8,1069,,,,,,1.9308364391326904,,,,
8,1079,,,,,,2.5933728218078613,,,,
8,1089,,,,,,2.3582818508148193,,,,
8,1099,,,,,,1.568664789199829,,,,
8,1109,,,,,,0.9180006384849548,,,,
8,1119,,,,,,2.119023561477661,,,,
8,1129,,,,,,2.4633877277374268,,,,
8,1138,,,,,,,0.044507864862680435,2.7023508548736572,3.4901633262634277,2.9288759231567383
8,1138,,,,0.020779527723789215,1.8713808059692383,,,,,
9,1139,,,,,,0.9089759588241577,,,,
9,1149,,,,,,0.8830413818359375,,,,
9,1159,,,,,,1.092125654220581,,,,
9,1169,,,,,,0.5019992589950562,,,,
9,1179,,,,,,0.6781835556030273,,,,
9,1189,,,,,,1.517495036125183,,,,
9,1199,,,,,,1.8306214809417725,,,,
9,1209,,,,,,1.3233604431152344,,,,
9,1219,,,,,,1.1461917161941528,,,,
9,1229,,,,,,1.0696861743927002,,,,
9,1239,,,,,,1.2317688465118408,,,,
9,1249,,,,,,0.5504578948020935,,,,
9,1259,,,,,,0.9758478403091431,,,,
9,1269,,,,,,1.623410940170288,,,,
9,1272,,,,,,,0.013913044705986977,2.781641960144043,3.4588823318481445,3.0957021713256836
9,1272,,,,0.04593309015035629,1.477970004081726,,,,,
10,1273,0.04433082416653633,1.8026587963104248,2.2931644916534424,,,,,,,
